name,full-name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first appearance,year
tartessus, (earth-616),\/tartessus_(earth-616),secret identity,bad characters,,,female characters,,living characters,,Mar-93,1993
tommy webster, (earth-616),\/tommy_webster_(earth-616),,,,blond hair,male characters,,living characters,,Jul-93,1993
tudo sukoto, (earth-616),\/tudo_sukoto_(earth-616),,bad characters,,black hair,male characters,,living characters,,Nov-93,1993
valkyrie, (earth-616),\/valkyrie_(thor%27s_madness_embodied)_(earth-616),secret identity,,blue eyes,black hair,female characters,,deceased characters,,Mar-93,1993
vor\/tex, (earth-616),\/vor\/tex_(earth-616),,bad characters,,,,,living characters,,Feb-93,1993
agent 13, (earth-616),\/agent_13_(hydra_agent)_(earth-616),secret identity,bad characters,,,male characters,,deceased characters,,Jul-94,1994
agent simon, (earth-616),\/agent_simon_(earth-616),secret identity,,black eyes,blue hair,male characters,,living characters,,Mar-94,1994
arm'cheddon, (earth-616),\/arm%27cheddon_(earth-616),,bad characters,,white hair,male characters,,living characters,,Jan-94,1994
bloodthirst, (earth-616),\/bloodthirst_(earth-616),secret identity,bad characters,,,male characters,,living characters,,Apr-94,1994
chandra o'keefe, (earth-616),\/chandra_o%27keefe_(earth-616),public identity,good characters,,black hair,female characters,,living characters,,Jun-94,1994
chief o'grady, (earth-616),\/chief_o%27grady_(earth-616),,good characters,,red hair,male characters,,living characters,,Oct-94,1994
dante, (earth-616),\/dante_(shadow_consortium)_(earth-616),secret identity,bad characters,,,male characters,,living characters,,Nov-94,1994
eleanor grey, (earth-616),\/eleanor_grey_(earth-616),,,,brown hair,female characters,,deceased characters,,Jan-94,1994
fath'raj, (earth-616),\/fath%27raj_(earth-616),public identity,good characters,white eyes,,male characters,,living characters,,Jan-94,1994
green myrrdin, (earth-616),\/green_myrrdin_(earth-616),,,,,male characters,,living characters,,Jan-94,1994
h.r. o'damia, (earth-616),\/h.r._o%27damia_(earth-616),secret identity,good characters,,brown hair,female characters,,living characters,,Jun-94,1994
herb, (earth-616),\/herb_(shadow_consortium)_(earth-616),secret identity,bad characters,,,male characters,,deceased characters,,Aug-94,1994
herbert landon, (earth-616),\/herbert_landon_(earth-616),public identity,bad characters,blue eyes,brown hair,male characters,,living characters,,Mar-94,1994
javelynne, (earth-616),\/javelynne_(earth-616),secret identity,bad characters,,blond hair,female characters,,living characters,,Jan-94,1994
krunch, (earth-616),\/krunch_(earth-616),secret identity,,,black hair,female characters,,living characters,,Jan-94,1994
l'deroh, (earth-616),\/l%27deroh_(earth-616),,,,,male characters,,living characters,,Jun-94,1994
leo, (earth-616),\/leo_(shadow_consortium)_(earth-616),secret identity,bad characters,,,male characters,,deceased characters,,Aug-94,1994
leotard hammer, (earth-616),\/leotard_hammer_(earth-616),public identity,bad characters,blue eyes,brown hair,male characters,,living characters,,Jul-94,1994
malkin grey, (earth-616),\/malkin_grey_(earth-616),public identity,bad characters,brown eyes,brown hair,male characters,,deceased characters,,Jan-94,1994
maxov, (earth-616),\/maxov_(earth-616),secret identity,bad characters,,red hair,male characters,,living characters,,Sep-94,1994
may reilly, (earth-616),\/may_reilly_(impostor)_(earth-616),public identity,bad characters,blue eyes,grey hair,female characters,,deceased characters,,Aug-94,1994
n'kano, (earth-616),\/n%27kano_(earth-616),secret identity,good characters,brown eyes,black hair,male characters,,living characters,,Aug-94,1994
nirvana, (earth-616),\/nirvana_(deviant)_(earth-616),public identity,bad characters,,,female characters,,living characters,,Jul-94,1994
ou'zli, (earth-616),\/ou%27zli_(earth-616),public identity,good characters,white eyes,,male characters,,living characters,,Jan-94,1994
paul, (earth-616),\/paul_(cat%27s_eye)_(earth-616),public identity,good characters,blue eyes,blond hair,male characters,,living characters,,Jun-94,1994
phzzzrrzztlzzzz, (earth-616),\/phzzzrrzztlzzzz_(earth-616),,,,,,,living characters,,Sep-94,1994
planner, (earth-616),\/planner_(shadow_consortium)_(earth-616),secret identity,bad characters,,,male characters,,deceased characters,,Sep-94,1994
q'wake, (earth-616),\/q%27wake_(earth-616),secret identity,bad characters,,,male characters,,living characters,,Dec-94,1994
ripper, (earth-616),\/ripper_(hellbent)_(earth-616),secret identity,,,,male characters,,living characters,,Jan-94,1994
shy'tarra, (earth-616),\/shy%27tarra_(earth-616),public identity,good characters,white eyes,,male characters,,living characters,,Jan-94,1994
shym'r, (earth-616),\/shym%27r_(earth-616),public identity,good characters,,blue hair,female characters,,living characters,,Jun-94,1994
si'ani, (earth-616),\/si%27ani_(earth-616),public identity,good characters,white eyes,,male characters,,living characters,,Jan-94,1994
simone jackson, (earth-616),\/simone_jackson_(earth-616),public identity,good characters,blue eyes,black hair,female characters,,living characters,,Feb-94,1994
slime, (earth-616),\/slime_(hellbent)_(earth-616),secret identity,,,,male characters,,living characters,,Feb-94,1994
steppin' razor, (earth-616),\/steppin%27_razor_(earth-616),secret identity,bad characters,brown eyes,black hair,male characters,,living characters,,Oct-94,1994
sultan, (earth-616),\/sultan_(temasika)_(earth-616),,bad characters,,black hair,male characters,,living characters,,Sep-94,1994
t'kyll alabar, (earth-616),\/t%27kyll_alabar_(earth-616),,good characters,,,male characters,,living characters,,Sep-94,1994
tas'wzta, (earth-616),\/tas%27wzta_(earth-616),public identity,good characters,,,male characters,,living characters,,Jan-94,1994
vault, (earth-616),\/vault_(hellbent)_(earth-616),secret identity,,,blond hair,male characters,,living characters,,Jan-94,1994
zahvut dragunov, (earth-616),\/zahvut_dragunov_(earth-616),,neutral characters,,,male characters,,deceased characters,,Sep-94,1994
a'kane, (earth-616),\/a%27kane_(earth-616),no dual identity,,,black hair,female characters,,deceased characters,,Dec-95,1995
agamemnon, (earth-616),\/agamemnon_(dog)_(earth-616),no dual identity,,brown eyes,brown hair,male characters,,deceased characters,,May-95,1995
aldo, (earth-616),\/aldo_(earth-616),,good characters,,,male characters,,living characters,,Sep-95,1995
avian, (earth-616),\/avian_(inhuman)_(earth-616),,,,,male characters,,living characters,,May-95,1995
batch-13, (earth-616),\/batch-13_(earth-616),secret identity,bad characters,red eyes,no hair,agender characters,,living characters,,Feb-95,1995
blaast, (earth-616),\/blaast_(earth-616),no dual identity,good characters,,no hair,male characters,,living characters,,May-95,1995
d'rehn, (earth-616),\/d%27rehn_(earth-616),public identity,good characters,white eyes,,male characters,,living characters,,Oct-95,1995
ghant, (earth-616),\/ghant_(earth-616),public identity,,,grey hair,male characters,,living characters,,Dec-95,1995
grot, (earth-616),\/grot_(earth-616),,good characters,,,,,living characters,,Mar-95,1995
hound, (earth-616),\/hound_(humanity%27s_last_stand)_(earth-616),secret identity,bad characters,yellow eyes,no hair,male characters,,living characters,,Jul-95,1995
k'rin, (earth-616),\/k%27rin_(earth-616),public identity,good characters,,,female characters,,living characters,,Aug-95,1995
khatylis, (earth-616),\/khatylis_(earth-616),,,,white hair,male characters,,living characters,,Aug-95,1995
kitang, (earth-616),\/kitang_(earth-616),public identity,neutral characters,,,male characters,,living characters,,May-95,1995
komodo, (earth-616),\/komodo_(animen)_(earth-616),,bad characters,,no hair,male characters,,living characters,,Nov-95,1995
lyth'ka, (earth-616),\/lyth%27ka_(earth-616),public identity,good characters,white eyes,,male characters,,living characters,,Dec-95,1995
mylz-ob'ryn, (earth-616),\/mylz-ob%27ryn_(earth-616),public identity,good characters,white eyes,,male characters,,living characters,,Dec-95,1995
n'kano sr, (earth-616),\/n%27kano_sr_(earth-616),public identity,,,,male characters,,living characters,,Mar-95,1995
nezaral, (earth-616),\/nezaral_(earth-616),secret identity,bad characters,white eyes,no hair,male characters,,living characters,,Feb-95,1995
payne, (earth-616),\/payne_(earth-616),public identity,neutral characters,,,male characters,,living characters,,May-95,1995
price's clone men, (earth-616),\/price%27s_clone_men_(earth-616),,neutral characters,,,male characters,,living characters,,Oct-95,1995
rok, (earth-616),\/rok_(earth-616),public identity,good characters,,,male characters,,living characters,,May-95,1995
t'cahr, (earth-616),\/t%27cahr_(earth-616),public identity,good characters,white eyes,,male characters,,living characters,,Oct-95,1995
torthar, (earth-616),\/torthar_(earth-616),,good characters,,,male characters,,deceased characters,,Mar-95,1995
whyte, (earth-616),\/whyte_(earth-616),no dual identity,bad characters,,white hair,male characters,,living characters,,Jun-95,1995
z'oofrey grasswind, (earth-616),\/z%27oofrey_grasswind_(earth-616),,,,,female characters,,living characters,,Dec-95,1995
al-khalad, (earth-616),\/al-khalad_(earth-616),,bad characters,,,male characters,,living characters,,May-96,1996
alchemist, (earth-616),\/alchemist_(earth-616),secret identity,bad characters,brown eyes,,female characters,,living characters,,Sep-96,1996
andrex, (earth-616),\/andrex_(earth-616),no dual identity,neutral characters,,,male characters,,living characters,,Feb-96,1996
angel, (earth-616),\/angel_(fortunato%27s_pet_wolf)_(earth-616),no dual identity,bad characters,,brown hair,male characters,,living characters,,Jul-96,1996
antonio rey, (earth-616),\/antonio_rey_(earth-616),,good characters,,,male characters,,living characters,,Apr-96,1996
bounty, (earth-616),\/bounty_(karidian)_(earth-616),,,,,male characters,,living characters,,Dec-96,1996
brandon blake, (earth-616),\/brandon_blake_(earth-616),,,,,male characters,,living characters,,Apr-96,1996
catherine d'antan, (earth-616),\/catherine_d%27antan_(earth-616),,bad characters,blue eyes,blond hair,female characters,,living characters,,May-96,1996
conner o'reilly, (earth-616),\/conner_o%27reilly_(heroes_reborn)_(earth-616),public identity,good characters,blue eyes,blond hair,male characters,,living characters,,Sep-96,1996
cornelia van der valk, (earth-616),\/cornelia_van_der_valk_(earth-616),,good characters,,,female characters,,living characters,,Apr-96,1996
debra crovi, (earth-616),\/debra_crovi_(earth-616),,good characters,,,female characters,,living characters,,Apr-96,1996
dolph dongen, (earth-616),\/dolph_dongen_(earth-616),,,,,male characters,,living characters,,Apr-96,1996
dragonfly, (earth-616),\/dragonfly_(euroforce)_(earth-616),,,,,,,living characters,,Apr-96,1996
emilie scholz, (earth-616),\/emilie_scholz_(earth-616),,good characters,,,female characters,,living characters,,Apr-96,1996
geyr kluge, (earth-616),\/geyr_kluge_(earth-616),secret identity,,blue eyes,blond hair,male characters,,living characters,,Apr-96,1996
grundok, (earth-616),\/grundok_(earth-616),,,,bald,male characters,,living characters,,May-96,1996
hamish carlyle, (earth-616),\/hamish_carlyle_(earth-616),,good characters,,,male characters,,living characters,,Apr-96,1996
iman dashire, (earth-616),\/iman_dashire_(earth-616),secret identity,good characters,,,male characters,,living characters,,Apr-96,1996
jane melville, (earth-616),\/jane_melville_(earth-616),secret identity,good characters,,,female characters,,living characters,,Apr-96,1996
jay burnell, (earth-616),\/jay_burnell_(earth-616),secret identity,bad characters,,,male characters,,living characters,,Dec-96,1996
jonath, (earth-616),\/jonath_(earth-616),public identity,neutral characters,,,male characters,,living characters,,Feb-96,1996
k'illace, (earth-616),\/k%27illace_(earth-616),public identity,good characters,white eyes,,male characters,,living characters,,Dec-96,1996
k'kkt, (earth-616),\/k%27kkt_(earth-616),,good characters,,,,,living characters,,Feb-96,1996
kl'rt, (earth-616),\/kl%27rt_(heroes_reborn)_(earth-616),secret identity,bad characters,green eyes,no hair,male characters,,living characters,,Nov-96,1996
kristine calverly, (earth-616),\/kristine_calverly_(earth-616),secret identity,bad characters,,brown hair,female characters,,living characters,,Dec-96,1996
landar, (earth-616),\/landar_(earth-616),,good characters,,purple hair,male characters,,living characters,,Feb-96,1996
mark randall, (earth-616),\/mark_randall_(earth-616),secret identity,bad characters,,,male characters,,living characters,,Oct-96,1996
melissa white, (earth-616),\/melissa_white_(earth-616),public identity,,,blond hair,female characters,,living characters,,Feb-96,1996
michele argento, (earth-616),\/michele_argento_(earth-616),secret identity,good characters,,white hair,male characters,,living characters,,Apr-96,1996
nicholas blake, (earth-616),\/nicholas_blake_(earth-616),secret identity,,,,male characters,,living characters,,Apr-96,1996
orthus, (earth-616),\/orthus_(heroes_reborn)_(earth-616),public identity,good characters,black eyes,green hair,male characters,,living characters,,Dec-96,1996
pepper, (earth-616),\/pepper_(salt_%26_pepper)_(earth-616),secret identity,bad characters,,brown hair,female characters,,living characters,,May-96,1996
pulse, (earth-616),\/pulse_(kree_cyborg)_(earth-616),,,,,,,living characters,,Oct-96,1996
salt, (earth-616),\/salt_(salt_%26_pepper)_(earth-616),,,,,,,living characters,,May-96,1996
sentinel, (earth-616),\/sentinel_(daria)_(earth-616),secret identity,good characters,,,female characters,,living characters,,Oct-96,1996
silvie rouge, (earth-616),\/silvie_rouge_(earth-616),,good characters,,,female characters,,living characters,,Apr-96,1996
stenth, (earth-616),\/stenth_(earth-616),,,,,male characters,,living characters,,Jan-96,1996
trantor, (earth-616),\/trantor_(earth-616),,,,,male characters,,living characters,,Feb-96,1996
vickie white, (earth-616),\/vickie_white_(earth-616),public identity,,blue eyes,brown hair,female characters,,living characters,,Feb-96,1996
wrytgrig, (earth-616),\/wrytgrig_(earth-616),,,,purple hair,male characters,,living characters,,May-96,1996
yahnos tr'morr, (earth-616),\/yahnos_tr%27morr_(earth-616),public identity,good characters,white eyes,,male characters,,living characters,,Oct-96,1996
