id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
5242,cesare sabatini, (new earth),public identity,good characters,,brown hair,male characters,living characters,2,"1992, july",1992
5243,chancer, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1992, december",1992
5244,chaq, (new earth),public identity,bad characters,red eyes,,male characters,living characters,2,"1992, october",1992
5245,curtis engstrom, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1992, december",1992
5246,cyrus pinkney, (new earth),,good characters,,,male characters,deceased characters,2,"1992, february",1992
5247,doctor zen, (new earth),secret identity,good characters,,,male characters,living characters,2,"1992, august",1992
5248,dogtag, (new earth),,bad characters,,,male characters,living characters,2,"1992, january",1992
5249,headhunter i, (new earth),secret identity,bad characters,blue eyes,white hair,male characters,living characters,2,"1992, december",1992
5250,horten spence, (new earth),public identity,neutral characters,brown eyes,black hair,male characters,living characters,2,"1992, march",1992
5251,iris phelios, (new earth),,bad characters,blue eyes,black hair,female characters,living characters,2,"1992, july",1992
5252,jolt ii, (new earth),secret identity,bad characters,,brown hair,female characters,living characters,2,"1992, january",1992
5253,jon riksson, (new earth),public identity,good characters,,blond hair,male characters,living characters,2,"1992, august",1992
5254,laham, (new earth),,good characters,,,male characters,deceased characters,2,"1992, september",1992
5255,leberwurst, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1992, march",1992
5256,miles lydecker, (new earth),public identity,neutral characters,,red hair,male characters,living characters,2,"1992, july",1992
5257,ramona, (new earth),public identity,,green eyes,blond hair,female characters,living characters,2,"1992, may",1992
5258,rhodri llewelyn, (new earth),secret identity,bad characters,,brown hair,male characters,living characters,2,"1992, september",1992
5259,sharon parker, (new earth),secret identity,good characters,,,female characters,deceased characters,2,"1992, april",1992
5260,waverly sayre, (new earth),,good characters,,black hair,male characters,deceased characters,2,"1992, september",1992
5261,weisswurst, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1992, march",1992
5262,balder, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,living characters,2,"1991, october",1991
5263,dispatcher, (new earth),public identity,bad characters,,brown hair,male characters,deceased characters,2,"1991, july",1991
5264,doctor silence, (new earth),,bad characters,,,male characters,living characters,2,"1991, august",1991
5265,ernest franklin, (new earth),secret identity,bad characters,,blond hair,male characters,living characters,2,"1991, june",1991
5266,jiv reduu, (new earth),public identity,bad characters,,black hair,male characters,deceased characters,2,"1991, august",1991
5267,miliza, (new earth),,bad characters,brown eyes,black hair,female characters,living characters,2,"1991, november",1991
5268,rashira, (new earth),,bad characters,,,female characters,deceased characters,2,"1991, october",1991
5269,roscoe barrow, (new earth),public identity,bad characters,brown eyes,black hair,male characters,living characters,2,"1991, may",1991
5270,timebomb, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1991, january",1991
5271,albart, (new earth),,neutral characters,brown eyes,white hair,male characters,living characters,2,"1990, march",1990
5272,bito wladon, (imposter),\/wiki\/bito_wladon_(imposter)_(new_earth),secret identity,bad characters,,male characters,living characters,2,"1990, october",1990
5273,blindspot, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1990, june",1990
5274,calliope, (new earth),,good characters,,,female characters,living characters,2,"1990, july",1990
5275,carny, (new earth),,bad characters,,,male characters,deceased characters,2,"1990, september",1990
5276,christopher dent, (new earth),,neutral characters,,,male characters,living characters,2,1990,1990
5277,crimesmith, (new earth),secret identity,bad characters,brown eyes,black hair,female characters,living characters,2,"1990, january",1990
5278,curtis base, (new earth),secret identity,bad characters,blue eyes,green hair,male characters,living characters,2,"1990, july",1990
5279,darren jones, (new earth),public identity,bad characters,,black hair,male characters,living characters,2,"1990, august",1990
5280,decreator, (new earth),,bad characters,,,male characters,living characters,2,"1990, may",1990
5281,gulacia, (new earth),public identity,neutral characters,hazel eyes,brown hair,female characters,living characters,2,"1990, may",1990
5282,illya, (new earth),public identity,good characters,green eyes,red hair,female characters,deceased characters,2,"1990, may",1990
5283,kathryn george, (new earth),public identity,good characters,blue eyes,black hair,female characters,living characters,2,"1990, july",1990
5284,khen-to, (new earth),,good characters,,,male characters,deceased characters,2,"1990, april",1990
5285,marleah, (new earth),public identity,bad characters,grey eyes,brown hair,female characters,living characters,2,"1990, march",1990
5286,moish, (new earth),secret identity,bad characters,,,male characters,living characters,2,"1990, october",1990
5287,notional man, (new earth),,bad characters,white eyes,white hair,male characters,living characters,2,"1990, november",1990
5288,obatala, (new earth),,,,,male characters,living characters,2,"1990, april",1990
5289,rafael santini, (new earth),public identity,bad characters,blue eyes,black hair,male characters,living characters,2,"1990, january",1990
5290,scarab, (new earth),,bad characters,,,,living characters,2,"1990, april",1990
5291,scourge, (new earth),,bad characters,,brown hair,male characters,deceased characters,2,"1990, february",1990
5292,steven sharpe v, (new earth),,bad characters,brown eyes,brown hair,male characters,living characters,2,"1990, july",1990
5293,trevis, (new earth),public identity,good characters,brown eyes,brown hair,male characters,deceased characters,2,"1990, september",1990
5294,viro, (new earth),public identity,good characters,brown eyes,grey hair,male characters,deceased characters,2,"1990, may",1990
5295,akarl, (new earth),,good characters,,,male characters,deceased characters,2,"1989, march",1989
5296,azzarene, (new earth),,good characters,,,male characters,living characters,2,"1989, february",1989
5297,batiri, (new earth),,good characters,brown eyes,brown hair,female characters,living characters,2,"1989, september",1989
5298,conrad mackay, (new earth),,good characters,,black hair,male characters,living characters,2,"1989, october",1989
5299,dana rubikskova, (new earth),public identity,good characters,green eyes,brown hair,female characters,living characters,2,1989,1989
5300,darius wayne, (new earth),public identity,good characters,,black hair,male characters,living characters,2,"1989, may",1989
5301,esteban sanchez, (new earth),public identity,good characters,brown eyes,black hair,male characters,living characters,2,1989,1989
5302,harmon, (new earth),public identity,bad characters,,,male characters,living characters,2,"1989, november",1989
5303,inez luisa, (new earth),,good characters,,black hair,female characters,living characters,2,1989,1989
5304,joshua barbazon, (new earth),public identity,good characters,blue eyes,blond hair,male characters,living characters,2,1989,1989
5305,kadesha banu, (new earth),,good characters,brown eyes,brown hair,female characters,deceased characters,2,"1989, may",1989
5306,kenneth harbinger, (new earth),secret identity,bad characters,,white hair,male characters,deceased characters,2,"1989, march",1989
5307,kirigi, (new earth),,neutral characters,,white hair,male characters,living characters,2,"1989, march",1989
5308,lydia, (new earth),,good characters,,brown hair,female characters,living characters,2,"1989, july",1989
5309,madame nature, (new earth),public identity,good characters,,,female characters,living characters,2,"1989, april",1989
