id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
15561,avadar, (earth-616),,,,,male characters,deceased characters,,May-83,1983
15562,bernard worrell, (earth-616),no dual identity,bad characters,,black hair,male characters,living characters,,Oct-83,1983
15563,brigid o'reilly, (earth-616),secret identity,good characters,green eyes,red hair,female characters,living characters,,Oct-83,1983
15564,bygvir, (earth-616),,,,,female characters,living characters,,Oct-83,1983
15565,jellim yussaf, (earth-616),,bad characters,,,male characters,living characters,,Feb-83,1983
15566,k'rel, (earth-616),public identity,good characters,,brown hair,female characters,living characters,,Aug-83,1983
15567,kobar, (earth-616),,,,,male characters,living characters,,May-83,1983
15568,la, (earth-616),,,,,female characters,living characters,,May-83,1983
15569,magnar, (earth-616),,,,,male characters,living characters,,May-83,1983
15570,n'kama, (earth-616),secret identity,bad characters,,black hair,male characters,living characters,,Nov-83,1983
15571,rakar, (earth-616),secret identity,,,,male characters,living characters,,Jan-83,1983
15572,symak, (earth-616),,,,,male characters,living characters,,May-83,1983
15573,tanith, (earth-616),,,,,female characters,living characters,,Feb-83,1983
15574,taryn o'connell, (earth-616),public identity,,,auburn hair,female characters,living characters,,Jun-83,1983
15575,zeta, (earth-616),,,,,female characters,living characters,,May-83,1983
15576,angel, (earth-616),,,,,,living characters,,Feb-84,1984
15577,august d'angelo, (earth-616),no dual identity,bad characters,,,male characters,living characters,,Jul-84,1984
15578,galactus' cat, (earth-616),,bad characters,black eyes,no hair,,living characters,,Sep-84,1984
15579,glorianna o'breen, (earth-616),public identity,,,red hair,female characters,deceased characters,,Apr-84,1984
15580,mad twins, (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,living characters,,Nov-84,1984
15581,mani, (earth-616),public identity,good characters,,brown hair,male characters,living characters,,Dec-84,1984
15582,marrina's mate, (earth-616),secret identity,bad characters,black eyes,no hair,male characters,deceased characters,,Sep-84,1984
15583,paddy o'hanlon, (earth-616),,bad characters,,,male characters,living characters,,Apr-84,1984
15584,percy & barton grimes, (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,living characters,,Oct-84,1984
15585,price, (earth-616),secret identity,,,,male characters,living characters,,Jun-84,1984
15586,sand devil, (earth-616),,,,,,living characters,,Sep-84,1984
15587,bambi, (earth-616),no dual identity,,,,female characters,living characters,,Feb-85,1985
15588,basilisk, (earth-616),,neutral characters,,no hair,,living characters,,Feb-85,1985
15589,daniel rand, (earth-616),secret identity,good characters,blue eyes,,male characters,deceased characters,,Sep-85,1985
15590,gargoyle, (earth-616),secret identity,bad characters,red eyes,no hair,male characters,living characters,,Jun-85,1985
15591,grant houston, (earth-616),,,,black hair,male characters,living characters,,Nov-85,1985
15592,hank joern, (earth-616),,bad characters,,,male characters,living characters,,Sep-85,1985
15593,hate-monger, (earth-616),secret identity,bad characters,blue eyes,blond hair,male characters,deceased characters,,Jun-85,1985
15594,jonas n'dingi, (earth-616),public identity,good characters,,,male characters,deceased characters,,Oct-85,1985
15595,joshua n'dingi, (earth-616),public identity,neutral characters,brown eyes,bald,male characters,living characters,,Sep-85,1985
15596,mrs. spencer, (earth-616),public identity,neutral characters,,white hair,female characters,deceased characters,,Oct-85,1985
15597,n'longa, (earth-616),,good characters,black eyes,bald,male characters,living characters,,Sep-85,1985
15598,shawn key, (earth-616),secret identity,,,,male characters,living characters,,Apr-85,1985
15599,terra poole, (earth-616),secret identity,,,red hair,female characters,living characters,,Aug-85,1985
15600,agdistis, (earth-616),,,,,female characters,living characters,,Feb-86,1986
15601,falroth, (earth-616),,,,,,living characters,,Mar-86,1986
15602,john dancer, (earth-616),public identity,good characters,,blond hair,male characters,living characters,,Aug-86,1986
15603,jonothon burrows, (earth-616),,,,black hair,male characters,living characters,,Apr-86,1986
15604,kyle arneson, (earth-616),,,,black hair,male characters,living characters,,Apr-86,1986
15605,lucius o'neil, (earth-616),,bad characters,,blond hair,male characters,living characters,,Jun-86,1986
15606,mary garwin, (earth-616),public identity,good characters,blue eyes,blond hair,female characters,living characters,,Jan-86,1986
15607,moley, (earth-616),secret identity,neutral characters,,,male characters,living characters,,Jan-86,1986
15608,morga, (earth-616),secret identity,bad characters,,,female characters,living characters,,Jun-86,1986
15609,nuncio klarheit, (earth-616),secret identity,bad characters,,,male characters,living characters,,Feb-86,1986
15610,philip ramsey, (earth-616),,good characters,,,male characters,living characters,,Apr-86,1986
15611,pisces, (earth-616),secret identity,bad characters,,,male characters,living characters,,Oct-86,1986
15612,plokohrel, (earth-616),,bad characters,,,male characters,living characters,,Feb-86,1986
15613,thompson, (earth-616),secret identity,neutral characters,,blond hair,male characters,deceased characters,,Aug-86,1986
15614,al'arok, (earth-616),no dual identity,bad characters,green eyes,no hair,male characters,living characters,,Aug-87,1987
15615,ghaszaszh nyirh, (earth-616),,bad characters,red eyes,black hair,,living characters,,Dec-87,1987
15616,lourdes chantel, (earth-616),public identity,good characters,,black hair,female characters,deceased characters,,Mar-87,1987
15617,m'koni, (earth-616),,,brown eyes,black hair,female characters,living characters,,Aug-87,1987
15618,michael o'toole, (earth-616),,,,,male characters,living characters,,Apr-87,1987
15619,seth's beast, (earth-616),,bad characters,,,,living characters,,Dec-87,1987
15620,sinclair, (earth-616),public identity,,,brown hair,female characters,living characters,,Dec-87,1987
15621,yankee clipper, (earth-616),,good characters,,,female characters,deceased characters,,Mar-87,1987
15622,a'sai, (earth-616),secret identity,,yellow eyes,bald,male characters,living characters,,Jan-88,1988
15623,c'jime, (earth-616),secret identity,good characters,,,male characters,living characters,,Oct-88,1988
15624,david weiss, (earth-616),,,,,male characters,living characters,,Aug-88,1988
15625,dupen'th, (earth-616),public identity,,,,male characters,living characters,,Oct-88,1988
15626,harry bright, (earth-616),public identity,,,,male characters,living characters,,Mar-88,1988
15627,johannes haff, (earth-616),secret identity,bad characters,,red hair,male characters,living characters,,Aug-88,1988
15628,lavinia plotnick, (earth-616),secret identity,,,,female characters,living characters,,Oct-88,1988
15629,m'daka, (earth-616),public identity,good characters,,black hair,male characters,living characters,,Jun-88,1988
15630,m'gula, (earth-616),secret identity,bad characters,brown eyes,,male characters,living characters,,May-88,1988
15631,m'rinn, (earth-616),secret identity,good characters,brown eyes,,female characters,living characters,,Oct-88,1988
15632,n'astirh, (earth-616),secret identity,bad characters,red eyes,green hair,male characters,living characters,,Sep-88,1988
15633,o'donnell, (earth-616),public identity,good characters,,blond hair,male characters,deceased characters,,Sep-88,1988
15634,o'riley, (earth-616),,,,,male characters,living characters,,Feb-88,1988
15635,robert abbey, (earth-616),public identity,bad characters,blue eyes,blond hair,male characters,deceased characters,,Dec-88,1988
15636,s'byll, (earth-616),secret identity,bad characters,green eyes,no hair,female characters,living characters,,Jul-88,1988
15637,sekhem naville, (earth-616),,bad characters,,,male characters,living characters,,Jul-88,1988
15638,seymour the all-seeing astrologer, (earth-616),public identity,good characters,,bald,male characters,living characters,,Sep-88,1988
15639,t'swana, (earth-616),public identity,,,black hair,male characters,living characters,,Aug-88,1988
15640,thor odinson, (earth-616),,neutral characters,,,male characters,living characters,,Mar-88,1988
15641,aaron the aakon, (earth-616),secret identity,neutral characters,brown eyes,black hair,male characters,living characters,,Aug-89,1989
15642,beppe iii, (earth-616),,neutral characters,,no hair,,living characters,,Nov-89,1989
15643,billy briggs, (earth-616),no dual identity,bad characters,yellow eyes,brown hair,male characters,living characters,,Nov-89,1989
15644,cassandra pike, (earth-616),,bad characters,,white hair,female characters,living characters,,Dec-89,1989
15645,cha'sa'dra, (earth-616),,bad characters,,no hair,female characters,living characters,,Aug-89,1989
15646,cougar, (earth-616),,,,blond hair,male characters,living characters,,Dec-89,1989
15647,david pike, (earth-616),,bad characters,blue eyes,blond hair,male characters,living characters,,Dec-89,1989
15648,dennis malloy, (earth-616),secret identity,bad characters,,no hair,male characters,living characters,,Jul-89,1989
15649,enbe, (earth-616),public identity,good characters,pink eyes,purple hair,male characters,living characters,,Nov-89,1989
15650,eugene strange, (earth-616),,,,,male characters,living characters,,Dec-89,1989
15651,gelva, (earth-616),secret identity,good characters,blue eyes,white hair,female characters,living characters,,Aug-89,1989
15652,ian cobbleskill, (earth-616),,bad characters,,white hair,male characters,living characters,,Sep-89,1989
15653,jac'oyaa, (earth-616),no dual identity,bad characters,,brown hair,male characters,living characters,,Feb-89,1989
15654,kym, (earth-616),public identity,,pink eyes,white hair,female characters,living characters,,Nov-89,1989
15655,l'ai sau, (earth-616),public identity,,,bald,male characters,living characters,,Apr-89,1989
15656,leila o'toole, (earth-616),secret identity,neutral characters,blue eyes,red hair,female characters,deceased characters,,Jul-89,1989
15657,m'buele, (earth-616),public identity,neutral characters,,,male characters,living characters,,Nov-89,1989
15658,matsu'o tsurayaba, (earth-616),no dual identity,bad characters,brown eyes,black hair,male characters,deceased characters,,Dec-89,1989
15659,nep'perr, (earth-616),no dual identity,bad characters,,black hair,male characters,living characters,,Feb-89,1989
15660,oninay, (earth-616),public identity,,pink eyes,yellow hair,male characters,living characters,,Nov-89,1989
15661,orphelia jones, (earth-616),,good characters,,,female characters,living characters,,Jun-89,1989
15662,patience drew, (earth-616),,,blue eyes,black hair,female characters,deceased characters,,Apr-89,1989
15663,squid, (earth-616),public identity,bad characters,,,male characters,living characters,,Feb-89,1989
15664,squid, (earth-616),public identity,bad characters,,,male characters,living characters,,Feb-89,1989
15665,u'sr'pr, (earth-616),,bad characters,red eyes,no hair,male characters,living characters,,Dec-89,1989
15666,wai chee yee, (earth-616),,good characters,,black hair,male characters,living characters,,Jul-89,1989
