id,name,intelligence,strength,speed,durability,power,combat,full-name,alter-egos,aliases,place-of-birth,first-appearance,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,url
650,T-800,75.0,34.0,17.0,60.0,73.0,65.0,Cyberdyne Systems Series 800 Terminator Model 101,No alter egos found.,['Terminator'],-,The Terminator (1984),Dark Horse Comics,bad,Male,Cyborg,"['-', '0 cm']","['390 lb', '176 kg']",Red,-,Assassin,-,Skynet,-,https://www.superherodb.com/pictures2/portraits/10/100/10409.jpg
651,T-850,75.0,80.0,25.0,90.0,83.0,75.0,Cyberdyne Systems Series 850 Terminator,No alter egos found.,['Terminator'],-,Terminator 3: Rise of the Machines (2003),Dark Horse Comics,bad,Male,Cyborg,"['-', '0 cm']","['440 lb', '198 kg']",Red,-,Assassin,-,Skynet,-,https://www.superherodb.com/pictures2/portraits/10/100/10410.jpg
652,T-X,75.0,63.0,29.0,85.0,100.0,80.0,Cyberdyne Systems Series X Terminator,No alter egos found.,['-'],-,-,Dark Horse Comics,bad,Female,Cyborg,"['-', '0 cm']","['330 lb', '149 kg']",-,-,Assassin / Genesis Overseer,-,Skynet,-,https://www.superherodb.com/pictures2/portraits/10/100/10412.jpg
653,Taskmaster,75.0,12.0,50.0,20.0,63.0,100.0,Tony Masters,No alter egos found.,['-'],-,Avengers #195,Marvel Comics,bad,Male,Human,"[""6'2"", '188 cm']","['220 lb', '99 kg']",Brown,Brown,"Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp","Bagalia; A.I.M Island, Taskmaster's Academy",-,"Mercedes Merced (wife), Jeanne Foucault (Finesse, alleged daughter)",https://www.superherodb.com/pictures2/portraits/10/100/21.jpg
655,Thanos,100.0,100.0,33.0,100.0,100.0,80.0,Thanos,No alter egos found.,"['The Mad Titan', 'Masterlord', 'The Overmaster', 'Chins']",Titan,Iron Man #55,Marvel Comics,bad,Male,Eternal,"[""6'7"", '201 cm']","['985 lb', '443 kg']",Red,No Hair,"Conqueror, worshiper of Death","Mobile, formerly Sanctuary II, Titan","Zodiac (ally); formerly Infinity Watch, Defenders","A'Lars (father): Sui-San (mother, deceased; Eros (brother);Kronos (paternal Grandfather, deceased); Daina (paternal grandmother, deceased); Zuras (uncle, deceased); Thena (cousin); Gamora (foster daughter);Nebula (alleged granddaughter); Rot (""child"" by Death);",https://www.superherodb.com/pictures2/portraits/10/100/1305.jpg
657,The Comedian,63.0,14.0,17.0,10.0,12.0,80.0,Edward Morgen Blake,No alter egos found.,['Eddie Blake'],-,"Watchmen #1 (September, 1986)",DC Comics,neutral,Male,Human,"[""6'2"", '188 cm']","['225 lb', '101 kg']",Brown,Black,Former Adventurer; Government Agent,New York City,"Formerly Crimebusters, Minutemen","Silk Spectre (Laurel ""Laurie"" Juspeczyk) (daughter)",https://www.superherodb.com/pictures2/portraits/10/100/1062.jpg
658,Thing,75.0,84.0,21.0,100.0,38.0,80.0,Ben Grimm,No alter egos found.,"['Blackbeard the Pirate', 'Grim Ben', 'Dr. Josiah Verpoorteen']","New York City, New York","Fantastic Four #1 (November, 1961)",Marvel Comics,good,Male,Human / Radiation,"[""6'0"", '183 cm']","['500 lb', '225 kg']",Blue,No Hair,"Adventurer, former Air Force test pilot","Baxter Building, New York City, New York (formerly) Four Freedoms Plaza, Pier Four;","Fantastic Four formerly Avengers West Coast, Unlimited Class Wrestling Federation, Thunderiders","Daniel (father, deceased), Elsie (mother, deceased), Daniel Jr. (brother, deceased), Jacob ('Jake,' uncle), Alyce (aunt, deceased), Pentunia ('Penny,' aunt, Jacob's second wife)",https://www.superherodb.com/pictures2/portraits/10/100/139.jpg
659,Thor,69.0,100.0,83.0,100.0,100.0,100.0,Thor Odinson,Rune King Thor,"['Donald Blake', 'Sigurd Jarlson', 'Jake Olsen', 'Donar the Mighty']",Asgard,"Journey into Mystery #83 (August, 1962)",Rune King Thor,good,Male,Asgardian,"[""6'6"", '198 cm']","['640 lb', '288 kg']",Blue,Blond,King of Asgard; formerly EMS Technician; Physician,"New York, New York",Avengers,"Odin (father), Gaea (mother), Frigga (step-mother), Loki (step-brother), Vidar (half-brother), Buri (paternal great-grandfather), Bolthorn (maternal great grandfather), Bor (grandfather), Bestla (grandmother), Vili (uncle), Ve (uncle), Sigyn (former sister-in-law), Hela (alleged niece), Jormungand (alleged nephew), Fernis Wolf (alleged nephew)",https://www.superherodb.com/pictures2/portraits/10/100/140.jpg
660,Thor Girl,75.0,83.0,70.0,84.0,100.0,70.0,Tarene,No alter egos found.,"['Asgard Lass', 'the Designate', 'the Destroyer', 'Hammerette', 'Hammer Girl', 'Hammer Lass', 'Tara Olson', 'Spirit of the Jewel', 'the Supreme', 'Thoreta', 'Thorita', 'Thor Lass']",-,"Thor, Volume 2, #22; (as Thor Girl) Thor, Volume 2, #33",Marvel Comics,good,Female,Asgardian,"[""5'9"", '175 cm']","['317 lb', '143 kg']",Blue,Blond,-,"Camp Hammond; FormerlyNew York City, Formerly Asgard",Ally of the Asgardians,-,https://www.superherodb.com/pictures2/portraits/10/100/1296.jpg
666,Tiger Shark,38.0,72.0,46.0,70.0,51.0,28.0,Todd Arliss,No alter egos found.,['Arlys Tigershark'],"Pasadena, California","Sub-Mariner #5 (September, 1968)",Marvel Comics,bad,Male,Human,"[""6'1"", '185 cm']","['450 lb', '203 kg']",Grey,No Hair,-,-,"Villains for Hire, Lethal Legion, Dr. Dorcas; Masters of Evil; Namor's Deep Six; Attuma's Deep Six; Offenders","Diane Newell (sister); Mara (wife, deceased); Walter Newell (brother-in-law);",https://www.superherodb.com/pictures2/portraits/10/100/10047.jpg
670,Toad,50.0,34.0,58.0,56.0,70.0,28.0,Mortimer Toynbee,No alter egos found.,['The Terrible Toad-King'],"York, England","X-Men #4 (March, 1964)",Marvel Comics,neutral,Male,Mutant,"[""5'9"", '175 cm']","['169 lb', '76 kg']",Black,Brown,Former criminal,-,"198; (formerly) Brotherhood of Evil Mutants, Misfits; (formerly) associate of Gideon, Emma Frost",-,https://www.superherodb.com/pictures2/portraits/10/100/1125.jpg
671,Toxin,56.0,73.0,70.0,84.0,82.0,70.0,Patrick Mulligan,No alter egos found.,['Larry'],New York City,Venom vs. Carnage #1 (2004),Marvel Comics,good,Male,Symbiote,"[""6'2"", '188 cm']","['215 lb', '97 kg']",Blue,Brown,Police officer,-,Ally of Spider-Man and Black Cat,"Gina Mulligan (wife), Edward Mulligan (son), Mr. Mulligan (father), Mrs. Mulligan (mother), Carnage (""father""), Venom (""grandfather"")",https://www.superherodb.com/pictures2/portraits/10/100/848.jpg
672,Toxin,75.0,80.0,42.0,85.0,97.0,70.0,Eddie Brock,"Anti-Venom, Venom","['Eddie', 'Sister Edwina', '""Ed""', 'Edwin Brock', 'Venom', 'Lethal Protector', '998th', 'Anti-Venom', 'White Venom']","San Francisco, California",Venom Vol 2 #17,Anti-Venom,good,Male,Symbiote,"[""6'3"", '191 cm']","['260 lb', '117 kg']",Black,Blond,"Vigilante; former symbiote hunter, shelter attendant, government operative, journalist for the Daily Globe","New York, New York","Formerly; temporary partner of Agent Venom, Savage Six, Sinister Six, Revengers, former partner of Vengeance, Spider-Man, Scarlet Spider. Volunteer at F.E.A.S.T.","Carl Brock (father, estranged), Janine Brock (mother, deceased), Mary Brock (sister), Ann Weying (ex-wife, deceased), Symbiotes' relatives: Anti-Venom Symbiote (former symbiote, uncle and former brother, deceased), Venom Symbiote (former symbiote, grandfather, former brother), Agony, Phage, Riot, Lasher (uncles, former sons), Scorn (sister, former niece), Carnage (father, former son), Scream (aunt, former daughter, deceased), Hybrid (uncle, former son, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/10494.jpg
677,Triton,56.0,63.0,50.0,65.0,35.0,55.0,Triton,No alter egos found.,['-'],"Island of Attilan, Atlantic Ocean","Fantastic Four #45 (December, 1965)",Marvel Comics,good,Male,Inhuman,"[""6'2"", '188 cm']","['190 lb', '86 kg']",Green,No Hair,-,-,"Inhuman Royal Family, Universal Inhumans, Royal Guard, New Inhuman Elite; formerly Shi'ar Army Elite Corps & Imperial Guard[citation needed], Namor's Deep Six","Mander, Azur (parents, deceased), Karnak (brother, deceased), Magnar, Zeta (paternal grandparents), Kobar, La (maternal grandparents), Rynda (paternal aunt), Ambur (maternal aunt) ,Black Bolt, Maximus, Medusa, Crystal (cousins)",https://www.superherodb.com/pictures2/portraits/10/100/513.jpg
680,Ultron,88.0,83.0,42.0,100.0,100.0,64.0,Ultron,No alter egos found.,"['Crimson Cowl', 'Great Devil', 'Great Ultron', 'Iron Man', 'Mark', 'Omega', 'Ultimate Ultron', 'Ultron-5 (and hundreds of other sequential numerical designations)', 'Ultron Mark Twelve', 'Ho Yinsen']","Created in Cresskill, New Jersey","Avengers #54 (July, 1968)",Marvel Comics,bad,Male,Android,"[""6'9"", '206 cm']","['735 lb', '331 kg']",Red,-,"Mass murderer, scientist, would-be world conqueror, ruler of Phalanx",-,"Phalanx; formerly Sons of Yinsen, Lethal Legion, Masters of Evil","Hank Pym (Yellowjacket, creator, ""father""), Janet Van Dyne (Wasp, regarded by Ultron as ""mother"" due to marriage to Pym), Jocasta (creation, former mate), Alkhema (creation, former mate, deactivated), Vision (creation, ""son""), Victor Mancha (creation, son), Rex (creation, pet, deactivated), Robos & Bio-Synthezoids (creations of Alkhema, ""grandchildren"";, destroyed); Simon Williams (Wonder Man), Eric Williams (Grim Reaper) & Wanda Maximoff (Scarlet Witch), all regarded by Ultron as part of his ""extended family"" due to their familial connections with the Vision",https://www.superherodb.com/pictures2/portraits/10/100/1339.jpg
686,Vegeta,81.0,100.0,92.0,95.0,100.0,100.0,Vegeta,No alter egos found.,"['Prince Vegeta', 'The Saiyan Prince', 'The Prince of all Saiyans', 'Majin Vegeta', 'Bejiita', 'Bejiita no Ouji', 'Vejita', 'Vegita', 'Captain Vegeta', 'Vegeta-Sama', 'Makita (Hebrew dub)', 'Bezita (Malaysian dub)', 'Super Vegeta']",-,Dragon Ball #17,Shueisha,bad,Male,Saiyan,"[""5'6"", '168 cm']","['163 lb', '73 kg']",-,Black,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1206.jpg
687,Venom,75.0,57.0,65.0,84.0,86.0,84.0,Eddie Brock,"Anti-Venom, Toxin",['-'],"New York, New York","(as alien costume) Secret Wars #8, (behind the scenes) Web of Spider-Man #18, (actual appearance) Amazing Spider-Man #300",Anti-Venom,bad,Male,Symbiote,"[""6'3"", '191 cm']","['260 lb', '117 kg']",Blue,Strawberry Blond,"Vigilante; former journalist for the Daily Globe, government operative","New York, New York",Sinister Six (formerly),"Eddie Brock: Carl Brock (father), Jamie Brock (mother), Anne Weying (She-Venom, ex wife, deceased); Venom symbiote: Carnage (bonded to Cletus Kasidy, 1st generation offspring), five forced offspring - one independant (bonded to Donna, last name unrevealed, 1st generation offspring), four forming a composite symbiote (Hybrid (bonded to Scott Washington, 1st generation offspring), Toxin (bonded to Patrick Mulligan, 2nd generation offspring)",https://www.superherodb.com/pictures2/portraits/10/100/22.jpg
689,Venom III,63.0,73.0,35.0,90.0,73.0,56.0,MacDonald Gargan,Scorpion,['Scorpion'],-,(As Gargan) Amazing Spider-Man #19 (1964); (as Scorpion) Amazing Spider-Man #20 (1965); (as Venom) Marvel Knights: Spider-Man #10 (2005),Scorpion,bad,Male,Symbiote,"[""7'6"", '229 cm']","['742 lb', '334 kg']",Brown,Brown,"Government operative; former professional criminal, private eye",-,"Thunderbolts; formerly (as Scorpion) Masters of Evil, ""Spider-Man Revenge League""; (as Venom) Sinister Twelve",-,https://www.superherodb.com/pictures2/portraits/10/100/1042.jpg
690,Venompool,69.0,57.0,63.0,100.0,100.0,100.0,Wade Wilson,"Deadpool, Evil Deadpool",['Deadpool'],-,"What If? Iron Man: Demon in an Armor #1 (February, 2011)",Deadpool,-,Male,Symbiote,"[""7'5"", '226 cm']","['- lb', '0 kg']",-,-,Conqueror; Adventurer,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10618.jpg
692,Vibe,50.0,10.0,17.0,30.0,99.0,30.0,Cisco Ramon,No alter egos found.,['-'],-,The New 52: FCBD Special Edition #1,DC Comics,good,Male,Human,"[""5'10"", '178 cm']","['157 lb', '71 kg']",Brown,Black,-,-,-,"Rapture (Armando Ramon, brother), Dante Ramon (brother)",https://www.superherodb.com/pictures2/portraits/10/100/10509.jpg
693,Vindicator,63.0,63.0,53.0,64.0,58.0,70.0,Heather Hudson,Vindicator II,['Guardian'],"Calgary, Alberta, Canada","X-Men #139 (November, 1980)",Vindicator II,good,Female,Human,"[""5'5"", '165 cm']","['120 lb', '54 kg']",Green,Red,"former secretary, researcher","Ottawa, Canada",Alpha Flight,"Guardian, husband",https://www.superherodb.com/pictures2/portraits/10/100/150.jpg
696,Violet Parr,56.0,9.0,13.0,50.0,79.0,15.0,Violet Parr,No alter egos found.,"['Vi (nickname)', 'The Queen of the Unseen', 'Invisagirl (InvisaVi)']",-,"The Incredibles (Movies, 2004)",Dark Horse Comics,good,Female,Human,"[""4'6"", '137 cm']","['90 lb', '41 kg']",Violet,Black,-,-,"Incredible Family, National Supers Agency","Robert Parr (Mr Incredible, father), Helen Parr (Elastigirl, mother), Dashiel Parr(Dash, brother), Jack-jack (brother)",https://www.superherodb.com/pictures2/portraits/10/100/825.jpg
697,Vision,100.0,72.0,54.0,95.0,100.0,70.0,Vision,"Anti-Vision, Vision II",['Victor Shade'],-,"Avengers Vol.1 #57, Young Avengers # 4",Anti-Vision,good,Male,Android,"[""6'3"", '191 cm']","['300 lb', '135 kg']",Gold,No Hair,-,"Mobile. Formerly Avengers Mansion, New York City and Avengers Compound","Young Avengers, formerly; Avengers, West Coast Avengers, Defenders, Queen's Vengeance","Wanda Maximoff (Scarlet Witch, ex-wife), Thomas Shepherd (Speed, son), William Kaplan (Wiccan, son), Ultron (""father""), Henry Pym (Ant-Man, ""grandfather""), Pietro Maximoff (Quicksilver, ex-brother-in-law), Erik Magnus Lensher (Magneto, ex-father-in-law), Jocasta (fellow creation, ""sister""), Simon Williams (Wonder Man, ""brother""), Victor Mancha (fellow creation, half brother), Alkhema (fellow creation, ""stepmother"")",https://www.superherodb.com/pictures2/portraits/10/100/532.jpg
699,Vixen,50.0,38.0,50.0,50.0,62.0,25.0,Mari McCabe,No alter egos found.,['-'],Zambesi,"Action Comics #521 (July, 1981)",DC Comics,good,Female,Human,"[""5'9"", '175 cm']","['140 lb', '63 kg']",Amber,Black,Former Model,-,"Formerly Suicide Squad, Checkmate, Ultramarines, Birds of Prey, Justice League of America","Reverend Richard Jiwe (father, deceased), Jeanne-Mari Jiwe (mother, deceased), General Mustapha Maksai (uncle, deceased), Tantu (ancestor)",https://www.superherodb.com/pictures2/portraits/10/100/10109.jpg
701,Vulture,75.0,22.0,42.0,25.0,26.0,30.0,Adrian Toomes,No alter egos found.,['-'],"Staten Island, New York City",Amazing Spider-Man #2,Marvel Comics,bad,Male,Human,"[""5'11"", '180 cm']","['175 lb', '79 kg']",Brown,No Hair,Professional criminal; formerly electronics engineer,-,"Formerly Sinister Twelve, Sinister Six","Marcus (brother, possibly deceased), Malachi Toomes (nephew, deceased), Valeria Toomes (daughter), unnamed son, Ramona (daughter-in-law), unnamed grandson",https://www.superherodb.com/pictures2/portraits/10/100/1031.jpg
702,Walrus,50.0,28.0,8.0,50.0,11.0,20.0,Hubert Carpent,No alter egos found.,['-'],"Brooklyn, New York","Defenders #131 (May, 1984)",Marvel Comics,bad,Male,Human,"[""6'0"", '183 cm']","['360 lb', '162 kg']",Blue,Black,Cab driver,-,-,Humbert Carpenter (uncle),https://www.superherodb.com/pictures2/portraits/10/100/10058.jpg
703,War Machine,63.0,80.0,63.0,100.0,100.0,85.0,James Rupert Rhodes,No alter egos found.,"['Rhodey', 'Iron Man', 'Jim Rhodes']","Philadelphia, Pennsylvania",Iron Man #118 (1979),Marvel Comics,good,Male,Human,"[""6'1"", '185 cm']","['210 lb', '95 kg']",Brown,Brown,"Initiative instructor, adventurer, government agent; formerly: Sentinel Squad O*N*E combat instructor, soldier, pilot",-,"Initiative; formerly: Sentinel Squad O*N*E, Office of National Emergency (O*N*E), Crew, Secret Defenders, Worldwatch, Stark Enterprises, Force Works, West Coast Avengers, U.S. Marine Corps","David Rhodes (father), Roberta Rhodes (mother), Jeanette Rhodes (sister, deceased), Josh (uncle, last name unrevealed), unnamed alleged son",https://www.superherodb.com/pictures2/portraits/10/100/536.jpg
707,Warpath,38.0,72.0,47.0,70.0,26.0,84.0,James Proudstar,Thunderbird II,['Thunderbird'],"Camp Verde, Arizona","New Mutants #16 (June, 1984)",Thunderbird II,good,Male,Mutant,"[""7'2"", '218 cm']","['350 lb', '158 kg']",Brown,Black,Adventurer,-,"X-Men (Team Cyclops), Security Recon; formerly X-Force (Strike Team), X-Corporation, X-Force, New Mutants, Hellions","Thunderbird (John Proudstar, brother, deceased), Maria Proudstar (mother, deceased), Neal Proudstar (father, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/541.jpg
708,Wasp,63.0,17.0,58.0,52.0,29.0,42.0,Janet Van Dyne,No alter egos found.,['Pixie'],"Cresskill, New Jersey",TALES TO ASTONISH #44,Marvel Comics,good,Female,Human,"[""5'4"", '163 cm']","['110 lb', '50 kg']",Blue,Auburn,"Adventurer, fashion designer, independently wealthy socialite",Avengers Mansion,Avengers,"Vernon Van Dyne (father, deceased), unnamed mother (deceased), Henry ""Hank"" Pym (ex-husband)",https://www.superherodb.com/pictures2/portraits/10/100/155.jpg
714,Winter Soldier,56.0,32.0,35.0,65.0,60.0,84.0,Bucky Barnes,No alter egos found.,"['Bucky', 'Captain America']",-,"Captain America Vol 5 #1 (January, 2005) (as Winter Soldier)",Marvel Comics,good,Male,Human,"[""5'9"", '175 cm']","['260 lb', '117 kg']",Brown,Brown,"Adventurer; former SHIELD operative, Assassin (See Note under ""Winter Soldier"" article), Army Mascot, Student",-,"Black Widow (partner), Nick Fury (employer); formerly Avengers, New Avengers, Invaders, Kid Commandos, Liberty Legion, Young Allies, Crazy S.U.E.S., Captain America (partner), Falcon (partner)","George M. Barnes (father, deceased), Winifred C. Barnes (mother, deceased), Rebecca P. Barnes Proctor (sister), Ida (aunt, presumed deceased), Mr. Proctor (brother-in-law), unidentified niece and nephew, Scott Proctor (grandnephew), Kimberly Proctor (grandniece)",https://www.superherodb.com/pictures2/portraits/10/100/10027.jpg
717,Wolverine,63.0,32.0,50.0,100.0,89.0,100.0,Logan,No alter egos found.,"['Weapon X', 'Weapon Ten', 'Death', 'Mutate 9601', 'Jim Logan', 'Emilio Garra', 'Weapon Chi', 'Experiment X', 'Agent Ten', 'Peter Richards', 'Mai kethLogan', 'Mr. Patch']","Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,Male,Mutant,"[""5'3"", '160 cm']","['300 lb', '135 kg']",Blue,Black,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City","X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",https://www.superherodb.com/pictures2/portraits/10/100/161.jpg
718,Wonder Girl,75.0,90.0,25.0,80.0,39.0,60.0,Cassandra Elizabeth Sandsmark,No alter egos found.,"['Cassandra Sandsmark', 'Cassie', 'Helen Troy', 'Wonder Woman', 'Cassie Sandsmark']",-,Wonder Woman (vol. 2) #105 (January 1996),DC Comics,good,Female,Demi-God,"[""5'5"", '165 cm']","['114 lb', '51 kg']",Blue,Blond,-,-,"Teen Titans, Young Justice, Themyscira",-,https://www.superherodb.com/pictures2/portraits/10/100/1497.jpg
